category,comments,descriptions,difficulty_rating,endDate,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,minivlat_time,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,desc_type,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_alttext_jaccard,desc_caption_sbert,desc_alttext_sbert,jaccard_alttext_caption,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
Tetration / Inverse operations / Super-root / Other super-roots,,This does not make sense to me; it might have an error of disposition.,5,Sun Nov 26 2023 16:35:43 GMT-0600 (Central Standard Time),1701038143018,1,prolific/train-0-28614.png,False,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'Skip', 'question2': 'USA', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",11.62805,5be8a1701664db0001d804f8,118174,Little,Sun Nov 26 2023 16:10:37 GMT-0600 (Central Standard Time),1701036637437,25.093016666666667,Tetration,2,first,7,16,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,70,27,22,0.3939393939393939,0.5333333333333333,0.07013905793428421,0.07504655420780182,0.0,0.4837883710861206,1,1,0,0,0,1,1,0,1,0,1,1
Great Southern Group / Fall,Thank you for allowing me to take the survey.,"A graph depicting the assets of Great Southern Group with two sets of data depicted Net assets in the color green and total assets in the color red the graph includes data from 1999-2008 and accounts for assets up to $1,800,000.",3,Sun Nov 26 2023 15:38:35 GMT-0500 (Eastern Standard Time),1701031115261,1,prolific/train-0-105181.jpg,False,English,"{'question1': 'False', 'question10': 'Skip', 'question11': 'Skip', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.623283333333333,60b6b40c9289145addeee2ff,153548,Little,Sun Nov 26 2023 15:26:03 GMT-0500 (Eastern Standard Time),1701030363772,12.524816666666666,Great Southern Group,0,first,8,43,"Great Southern Group's assets. Net assets were ultimately limited by the company's ""unsustainable levels"" of debt.[4]","area graph with years on the x-axis, ranging from 1999 to 2008, and thousands of dollars on the y-axis. Two areas are shown: net assets climb until 2005 then stay at a similar level to 2008, below the 800 million dollar line; gross assets climb above net assets and are still increasing in 2008, where they are near the 1.8 billion dollar line",228,25,70,0.55,0.675,0.3707597255706787,0.5687100887298584,0.0,0.3171207308769226,1,0,0,0,1,1,1,1,1,0,1,1
InflateSail / Altitude loss,Thank you for allowing me to take the survey.,A graph depicting the mean height in KM for a company INFLATESAIL the data is from 2017 and ranges from 480-380 the mean height decreased overtime.,3,Sun Nov 26 2023 15:38:35 GMT-0500 (Eastern Standard Time),1701031115261,1,prolific/train-0-183840.jpg,True,English,"{'question1': 'False', 'question10': 'Skip', 'question11': 'Skip', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.623283333333333,60b6b40c9289145addeee2ff,102438,Little,Sun Nov 26 2023 15:26:03 GMT-0500 (Eastern Standard Time),1701030363772,12.524816666666666,InflateSail,1,first,8,27,Change in average orbit height during August 2017[11],Change in average orbit height during August 2017,147,11,8,0.4285714285714285,0.45,0.2720342576503753,0.2892627120018005,0.0,0.9874690771102904,1,0,0,0,1,1,1,1,1,0,1,1
Elections in Croatia / Parliamentary elections / Previous parliamentary elections,Thank you for allowing me to take the survey.,The seven main political faction's in Croatian parliamentary elections results from 1992-2016 in line graph form.  ,2,Sun Nov 26 2023 15:38:35 GMT-0500 (Eastern Standard Time),1701031115261,1,prolific/train-0-472392.png,True,English,"{'question1': 'False', 'question10': 'Skip', 'question11': 'Skip', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.623283333333333,60b6b40c9289145addeee2ff,101744,Little,Sun Nov 26 2023 15:26:03 GMT-0500 (Eastern Standard Time),1701030363772,12.524816666666666,Elections in Croatia,2,first,8,18,"Croatian parliamentary election results, 1992–2016; parties winning 10 or more seats in any one election shown individually","Graph of Croatian election results, using differently-colored lines",115,19,9,0.7058823529411765,0.59375,0.6693137884140015,0.7050553560256958,0.0,0.6120418310165405,1,0,0,0,1,1,1,1,1,0,1,1
Bishop Auckland / Demography,did not fully comprehend what you were looking for in first answer.  All other answers should be utilized,I would be looking for a pyramid not a bar graph,5,Sun Nov 26 2023 15:44:30 GMT-0500 (Eastern Standard Time),1701031470818,1,prolific/train-0-245143.png,False,english,"{'question1': 'True', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Seoul', 'question7': '$4.5', 'question8': '$50.54', 'question9': '42.30 Mbps'}",6.0953,60085b4427f93e4408061e88,65944,Moderate,Sun Nov 26 2023 15:23:33 GMT-0500 (Eastern Standard Time),1701030213561,20.954283333333333,Bishop Auckland,0,first,6,11,"""Population pyramid"" showing the breakdown of the Bishop Auckland's population vs Age compared with the figures for County Durham and England and Wales. Source:[9]","A bar chart comparing dividing the population into 5-year intervals, and comparing the percentage of the population of Bishop Auckland made up by each interval with the figures for England and Wales and County Durham. The graph shows that the towns population is broadly in line with that nationally, with the exception that Bishop Auckland has a much lower proportion of people aged 20 to 24 years.",48,32,71,0.5128205128205128,0.5128205128205128,0.2642225623130798,0.2065201103687286,0.0,0.796863317489624,0,1,0,1,1,1,1,0,0,0,1,0
Ernie Toshack with the Australian cricket team in England in 1948 / Role,did not fully comprehend what you were looking for in first answer.  All other answers should be utilized,The pink bars are very low. There were only 3 instances where the test innings were signigantly higher than the first class innings.  Average is between approximately 4 runs to 18.  Average increased great deal towards last two months,2,Sun Nov 26 2023 15:44:30 GMT-0500 (Eastern Standard Time),1701031470818,1,prolific/train-0-24640.png,True,english,"{'question1': 'True', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Seoul', 'question7': '$4.5', 'question8': '$50.54', 'question9': '42.30 Mbps'}",6.0953,60085b4427f93e4408061e88,332829,Moderate,Sun Nov 26 2023 15:23:33 GMT-0500 (Eastern Standard Time),1701030213561,20.954283333333333,Ernie Toshack with the Australian cricket team in England in 1948,1,first,6,42,"A chart showing Toshack's batting performance during the tour. The runs scored per innings are represented by the bars, with the red bars being Test innings and the pink bars being other first-class innings. The blue line is the average of the five most recent innings and the dots indicate not outs.[10]","Toshack started the season with five first-class innings outside the Tests, and all were less than 10 and four were less than five, none were not out. He then scored two scores between 15 and 20 in the Tests, with a score of four outside the Tests in between. After scores of 1 and zero not out in the next two tour matches, he scored 12 not out in his third and final Test innings. He then finished with two in a tour match. All of his efforts beyond ten were in Tests, and he passed ten in all three Test innings, two of these being not out.",234,60,119,0.7297297297297297,0.7368421052631579,0.668391227722168,0.4591818153858185,0.0,0.5854800939559937,0,1,0,1,1,1,1,0,0,0,1,0
"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",did not fully comprehend what you were looking for in first answer.  All other answers should be utilized,"The caption is very adequate description of graph.  Would only add that in 2009-2012 low incident.  2014 to 2016 alarming rate of increased sales correlated to higher (3,000) incidents",1,Sun Nov 26 2023 15:44:30 GMT-0500 (Eastern Standard Time),1701031470818,1,prolific/train-0-407025.png,True,english,"{'question1': 'True', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Seoul', 'question7': '$4.5', 'question8': '$50.54', 'question9': '42.30 Mbps'}",6.0953,60085b4427f93e4408061e88,202937,Moderate,Sun Nov 26 2023 15:23:33 GMT-0500 (Eastern Standard Time),1701030213561,20.954283333333333,Safety of electronic cigarettes,2,first,6,33,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,184,73,64,0.66,0.6666666666666666,0.2592797875404358,0.2600273489952087,0.0,0.982559084892273,0,1,0,1,1,1,1,0,0,0,1,0
Great Southern Group / Fall,,"The graph shows total and net assets by year from 1999 to 2008 in AU$000. Values are: 1999 total assets (ta) 175,000, net assets (na)100,000. 2000 ta 205,000, na 190,000; 2001 ta 200,000, na 197,000; 2002 ta 200,000, na 198,000; 2003 ta 250,000, na 205,000; 2004 ta 600,000, na 400,000; 2005 ta 1,000,000, na 760,000; 2006 ta 1,600,000, na 760,000; 2007 ta 1,700,000, na 760,000; 2008 ta 1,800,000, na 750,000.",3,Sun Nov 26 2023 15:50:23 GMT-0500 (Eastern Standard Time),1701031823851,1,prolific/train-0-105181.jpg,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.404683333333334,63d04b491f107d5183af218f,379739,Moderate,Sun Nov 26 2023 15:30:18 GMT-0500 (Eastern Standard Time),1701030618034,20.09695,Great Southern Group,0,first,9,99,"Great Southern Group's assets. Net assets were ultimately limited by the company's ""unsustainable levels"" of debt.[4]","area graph with years on the x-axis, ranging from 1999 to 2008, and thousands of dollars on the y-axis. Two areas are shown: net assets climb until 2005 then stay at a similar level to 2008, below the 800 million dollar line; gross assets climb above net assets and are still increasing in 2008, where they are near the 1.8 billion dollar line",410,25,70,0.42,0.6888888888888889,0.3244651556015014,0.6493719816207886,0.0,0.3171207308769226,1,1,0,0,1,1,1,1,1,0,1,1
Normally distributed and uncorrelated does not imply independent / Examples / A symmetric example,,"The image is of a graph with small circles used to plot the data. Both the Y and X axis have the same units, ranging from -3 to 3, for 7 values. The overall visual image is of the letter X, which is fainter near the end values of -3 and 3, and very bold from -2 to 2.",3,Sun Nov 26 2023 15:50:23 GMT-0500 (Eastern Standard Time),1701031823851,1,prolific/train-0-236684.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.404683333333334,63d04b491f107d5183af218f,159423,Moderate,Sun Nov 26 2023 15:30:18 GMT-0500 (Eastern Standard Time),1701030618034,20.09695,Normally distributed and uncorrelated does not imply independent,1,first,9,66,"Joint range of
  
    
      
        X
      
    
    {\displaystyle X}
  
 and
  
    
      
        Y
      
    
    {\displaystyle Y}
  
. Darker indicates higher value of the density function.","Two normally distributed, uncorrelated but dependent variables.",267,24,9,0.55,0.6666666666666666,0.4099160432815552,0.1579493880271911,0.0,0.2161377370357513,1,1,0,0,1,1,1,1,1,0,1,1
Cloture / United States / Procedure,,"This is a line graph showing three values: cloture invoked, votes on cloture and cloture motions filed. Data values from 1917-1964 are very small, usually zero, but never higher than 5. Starting in 1965 values increase with peaks in 1973, 1987, 1997 and 2007. Motions filed is always largest (or equal to other values) Votes on Cloture is next largest, and Cloture invoked is smallest. In the peak year, 2007, values were 140, 110 and 60. ",5,Sun Nov 26 2023 15:50:23 GMT-0500 (Eastern Standard Time),1701031823851,1,prolific/train-0-76637.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.404683333333334,63d04b491f107d5183af218f,294267,Moderate,Sun Nov 26 2023 15:30:18 GMT-0500 (Eastern Standard Time),1701030618034,20.09695,Cloture,2,first,9,93,"Cloture voting in the United States Senate , 1917−2014.[43]","Number of cloture motions filed, voted on, and invoked by the U.S. Senate, 1917−2014.",439,13,18,0.490566037735849,0.5576923076923077,0.5029282569885254,0.5673117637634277,0.0,0.7984388470649719,1,1,0,0,1,1,1,1,1,0,1,1
Bootham Crescent / Records,,A chart showing York City's highest and average league attendance declining gradually between 1932 and 2015.,3,Sun Nov 26 2023 15:02:09 GMT-0600 (Central Standard Time),1701032529404,1,prolific/train-0-62319.png,True,English,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.3428,62dc587c7c0dd665ce6c299c,54648,Very Well,Sun Nov 26 2023 14:54:15 GMT-0600 (Central Standard Time),1701032055816,7.893133333333333,Bootham Crescent,0,first,10,18,York City's highest and average league attendances at Bootham Crescent from the 1932–33 season,Graph showing the highest and average league attendances at the Bootham Crescent association football ground,108,15,15,0.7142857142857143,0.5277777777777778,0.6782772541046143,0.4472973942756653,0.0,0.6697953343391418,1,0,1,1,1,1,1,1,1,0,1,1
