,category,desc_type,comments,descriptions,difficulty_rating,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,endDate,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_caption_sbert,desc_alttext_sbert,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
25,Anatomy of an Epidemic / Synopsis / Magic bullets,first,,Bar graph of the number of Americans who received SSDI and SSI in 1987,3,1686617358776,1,prolific/train-0-29695.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5ba596467c0ebe0001269842,48298,Moderate,Mon Jun 12 2023 19:41:16 GMT-0500 (Central Daylight Time),1686616876663,8.03521666666667,Anatomy of an Epidemic,0,Mon Jun 12 2023 19:49:18 GMT-0500 (Central Daylight Time),8,14,"Number of Americans who received SSDI and SSI for mental disability in 1987 (blue) when Eli Lilly and Company introduced the antidepressive drug Prozac, compared to 2003 (red).",Chart showing increase (in red) over baseline (in blue) between 1987 and 2003,70,34,17,0.6363636363636360,0.5631587505340580,0.3474726974964140,0.1799975037574770,1,1,0,0,1,1,0,1,1,0,1,1
26,Cloture / United States / Procedure,first,,A chart showing the increasing amount of cloture voting in the past 100 years,2,1686617358776,1,prolific/train-0-76637.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5ba596467c0ebe0001269842,46644,Moderate,Mon Jun 12 2023 19:41:16 GMT-0500 (Central Daylight Time),1686616876663,8.03521666666667,Cloture,1,Mon Jun 12 2023 19:49:18 GMT-0500 (Central Daylight Time),8,14,"Cloture voting in the United States Senate , 1917−2014.[43]","Number of cloture motions filed, voted on, and invoked by the U.S. Senate, 1917−2014.",77,13,18,0.43243243243243200,0.6945536136627200,0.5084978938102720,0.7685588598251340,1,1,0,0,1,1,0,1,1,0,1,1
27,History of Georgetown University / Early growth / Early student life,first,,Chart showing the number of people who enrolled at Georgetown for different degrees from 1791-1888,2,1686617358776,1,prolific/train-0-75149.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5ba596467c0ebe0001269842,55098,Moderate,Mon Jun 12 2023 19:41:16 GMT-0500 (Central Daylight Time),1686616876663,8.03521666666667,History of Georgetown University,2,Mon Jun 12 2023 19:49:18 GMT-0500 (Central Daylight Time),8,15,Graph of student enrollment 1791—1888,"A line graph of years from 1791 to 1888 with three subjects, the first in blue representing the Academy and College rises up from 69 in 1791 to 333 at its peak in 1857 followed by sudden drop and leveling around 200. The second, in red, represents the Medical School and begins in 1851 quickly peaking at 127 and then falling again while the third, in yellow, represents the law school which begins in 1871 and steadily rises to 168.",98,5,87,0.7407407407407410,0.6767452955245970,0.4620450735092160,0.6250074505805970,1,1,0,0,1,1,0,1,1,0,1,1
28,History of Georgetown University / Early growth / Early student life,first,,Growth of student body at Georgetown overtime,5,1686617515040,1,prolific/train-0-75149.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5e8f10db1e5f531d1a7723ae,28666,Very little,Mon Jun 12 2023 20:46:01 GMT-0400 (Eastern Daylight Time),1686617161554,5.89143333333333,History of Georgetown University,0,Mon Jun 12 2023 20:51:55 GMT-0400 (Eastern Daylight Time),10,7,Graph of student enrollment 1791—1888,"A line graph of years from 1791 to 1888 with three subjects, the first in blue representing the Academy and College rises up from 69 in 1791 to 333 at its peak in 1857 followed by sudden drop and leveling around 200. The second, in red, represents the Medical School and begins in 1851 quickly peaking at 127 and then falling again while the third, in yellow, represents the law school which begins in 1871 and steadily rises to 168.",45,5,87,0.5185185185185190,0.43583616614341700,0.4026980996131900,0.6250074505805970,1,1,0,1,1,1,1,1,1,0,1,1
29,Nutaarmiut / Population,first,,Nutaarmiut population over time,4,1686617515040,1,prolific/train-0-89137.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5e8f10db1e5f531d1a7723ae,16214,Very little,Mon Jun 12 2023 20:46:01 GMT-0400 (Eastern Daylight Time),1686617161554,5.89143333333333,Saqqaq,1,Mon Jun 12 2023 20:51:55 GMT-0400 (Eastern Daylight Time),10,4,Nutaarmiut population growth dynamics in the last two decades. Source: Statistics Greenland[2],Nutaarmiut population dynamics,31,17,3,0.4642857142857140,0.7419707775115970,0.865380048751831,0.7758365869522100,1,1,0,1,1,1,1,1,1,0,1,1
30,Nutaarmiut / Population,first,,Nutaarmiut population over the last 20 years has fluctuated significantly,5,1686617515040,1,prolific/train-0-42178.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5e8f10db1e5f531d1a7723ae,34965,Very little,Mon Jun 12 2023 20:46:01 GMT-0400 (Eastern Daylight Time),1686617161554,5.89143333333333,Nutaarmiut,2,Mon Jun 12 2023 20:51:55 GMT-0400 (Eastern Daylight Time),10,10,Nutaarmiut population growth dynamics in the last two decades. Source: Statistics Greenland[2],Nutaarmiut population dynamics,73,17,3,0.6666666666666670,0.7410844564437870,0.8254125118255620,0.7758365869522100,1,1,0,1,1,1,1,1,1,0,1,1
31,Federal political financing in Canada / Private funding / Cost of fundraising,first,,3d bar graphs with transparent black bars of fundraising costs in front and blue 3d bars party-level contributions behind,2,1686617602338,1,prolific/train-0-14152.png,TRUE,,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5e3f6103f5f3e51c95083a52,86534,Moderate,Mon Jun 12 2023 14:41:04 GMT-1000 (Hawaii-Aleutian Standard Time),1686616864101,12.30395,Federal political financing in Canada,0,Mon Jun 12 2023 14:53:22 GMT-1000 (Hawaii-Aleutian Standard Time),11,19,Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009 (source: Elections Canada[4]),Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009,121,24,15,0.5675675675675680,0.5451605319976810,0.5576453804969790,0.9773972630500790,1,1,0,1,1,1,1,1,1,1,1,1
32,Nutaarmiut / Population,first,,simple 2d bar graph by year 1991-2010,2,1686617602338,1,prolific/train-0-42178.png,TRUE,,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5e3f6103f5f3e51c95083a52,60745,Moderate,Mon Jun 12 2023 14:41:04 GMT-1000 (Hawaii-Aleutian Standard Time),1686616864101,12.30395,Nutaarmiut,1,Mon Jun 12 2023 14:53:22 GMT-1000 (Hawaii-Aleutian Standard Time),11,7,Nutaarmiut population growth dynamics in the last two decades. Source: Statistics Greenland[2],Nutaarmiut population dynamics,37,17,3,0.4375,0.258359432220459,0.20716729760170000,0.7758365869522100,1,1,0,1,1,1,1,1,1,1,1,1
33,Nutaarmiut / Population,first,,simple 2d bar graph by year 1991-2010,2,1686617602338,1,prolific/train-0-89137.png,TRUE,,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5e3f6103f5f3e51c95083a52,27674,Moderate,Mon Jun 12 2023 14:41:04 GMT-1000 (Hawaii-Aleutian Standard Time),1686616864101,12.30395,Saqqaq,2,Mon Jun 12 2023 14:53:22 GMT-1000 (Hawaii-Aleutian Standard Time),11,7,Nutaarmiut population growth dynamics in the last two decades. Source: Statistics Greenland[2],Nutaarmiut population dynamics,37,17,3,0.4375,0.258359432220459,0.20716729760170000,0.7758365869522100,1,1,0,1,1,1,1,1,1,1,1,1
34,Nutaarmiut / Population,first,,bar graph that shows population over 20 years. fluctuates from 58 to start and down to 36 at the end. goes up and down in the middle,4,1686617705628,1,prolific/train-0-42178.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",614f5734ca61d17940ac78b3,100099,Moderate,Mon Jun 12 2023 20:44:19 GMT-0400 (Eastern Daylight Time),1686617059682,10.7657666666667,Nutaarmiut,0,Mon Jun 12 2023 20:55:05 GMT-0400 (Eastern Daylight Time),12,29,Nutaarmiut population growth dynamics in the last two decades. Source: Statistics Greenland[2],Nutaarmiut population dynamics,132,17,3,0.6,0.4992552101612090,0.48451662063598600,0.7758365869522100,1,1,1,1,1,1,1,1,1,1,1,1
35,Bootham Crescent / Records,first,,line graph that compares highest to average attendance. starts higher then had a downward trend,4,1686617705628,1,prolific/train-0-62319.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",614f5734ca61d17940ac78b3,93755,Moderate,Mon Jun 12 2023 20:44:19 GMT-0400 (Eastern Daylight Time),1686617059682,10.7657666666667,Bootham Crescent,1,Mon Jun 12 2023 20:55:05 GMT-0400 (Eastern Daylight Time),12,16,York City's highest and average league attendances at Bootham Crescent from the 1932–33 season,Graph showing the highest and average league attendances at the Bootham Crescent association football ground,95,15,15,0.5,0.3498106002807620,0.6270559430122380,0.6745055317878720,1,1,1,1,1,1,1,1,1,1,1,1
36,History of Georgetown University / Early growth / Early student life,first,,"line graph that shows student enrollment with the university, med school and law school. all fluctuate a lot",4,1686617705628,1,prolific/train-0-75149.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",614f5734ca61d17940ac78b3,58237,Moderate,Mon Jun 12 2023 20:44:19 GMT-0400 (Eastern Daylight Time),1686617059682,10.7657666666667,History of Georgetown University,2,Mon Jun 12 2023 20:55:05 GMT-0400 (Eastern Daylight Time),12,20,Graph of student enrollment 1791—1888,"A line graph of years from 1791 to 1888 with three subjects, the first in blue representing the Academy and College rises up from 69 in 1791 to 333 at its peak in 1857 followed by sudden drop and leveling around 200. The second, in red, represents the Medical School and begins in 1851 quickly peaking at 127 and then falling again while the third, in yellow, represents the law school which begins in 1871 and steadily rises to 168.",108,5,87,0.5172413793103450,0.7446454763412480,0.629207193851471,0.6250074505805970,1,1,1,1,1,1,1,1,1,1,1,1
37,Great Southern Group / Fall,first,,"Image is of a chart titled ""Great Southern Group assets"" with years on the x axis and asset value in AUS on the y axis. Total assets is in red and net is in green. Red is within 50,000 of green through 2003, when red increases significantly to a max of 1.8MM in 2008",3,1686617952926,1,prolific/train-0-105181.jpg,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",60fdffb9744ca17b12d3a5f9,134123,Well,Mon Jun 12 2023 20:48:21 GMT-0400 (Eastern Daylight Time),1686617301561,10.8560833333333,Great Southern Group,0,Mon Jun 12 2023 20:59:12 GMT-0400 (Eastern Daylight Time),10,59,"Great Southern Group's assets. Net assets were ultimately limited by the company's ""unsustainable levels"" of debt.[4]","area graph with years on the x-axis, ranging from 1999 to 2008, and thousands of dollars on the y-axis. Two areas are shown: net assets climb until 2005 then stay at a similar level to 2008, below the 800 million dollar line; gross assets climb above net assets and are still increasing in 2008, where they are near the 1.8 billion dollar line",266,25,70,0.5333333333333330,0.5417883396148680,0.5276314616203310,0.34356820583343500,1,1,0,1,1,1,1,1,1,0,1,1
38,Cloture / United States / Procedure,first,,"The chart titled ""Cloture Voting, U.S. Senate, since 1917"" shows years in 1 year increments on the X axis and votes on the Y axis. Cloture invoked, votes on cloture, and cloture motions filed are all measured. All three are low and equal through 1963. Then they fluctuate but cloture motions filed is consistently highest, peaking at 140 in 2007 and coming down since",5,1686617952926,1,prolific/train-0-76637.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",60fdffb9744ca17b12d3a5f9,113709,Well,Mon Jun 12 2023 20:48:21 GMT-0400 (Eastern Daylight Time),1686617301561,10.8560833333333,Cloture,1,Mon Jun 12 2023 20:59:12 GMT-0400 (Eastern Daylight Time),10,74,"Cloture voting in the United States Senate , 1917−2014.[43]","Number of cloture motions filed, voted on, and invoked by the U.S. Senate, 1917−2014.",367,13,18,0.574468085106383,0.7509374618530270,0.7397253513336180,0.7685588598251340,1,1,0,1,1,1,1,1,1,0,1,1
